section	tenphim	tentienganh	daodien	dienvien	danhmuc	phimimg	baner	trailer	epname	epurl	epsub	chatluong	viewed
2	Bố Trẻ	Baby Daddy - Season 1 (2012)	Daniel Berendsen	Melissa Peterman, Derek Theler, Chelsea Kane, Jean-Luc Bilodeau	Hài Hước	http://116.118.112.25:8080/khophimhd/upload/2014/02/27/film/bo-tre.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/bo-tre.jpg		5	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/BO TRE -2012 - xong du bo/tap 5.mp4		HD	233
2	Bố Trẻ	Baby Daddy - Season 1 (2012)	Daniel Berendsen	Melissa Peterman, Derek Theler, Chelsea Kane, Jean-Luc Bilodeau	Hài Hước	http://116.118.112.25:8080/khophimhd/upload/2014/02/27/film/bo-tre.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/bo-tre.jpg		6	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/BO TRE -2012 - xong du bo/tap 6.mp4		HD	233
2	Bố Trẻ	Baby Daddy - Season 1 (2012)	Daniel Berendsen	Melissa Peterman, Derek Theler, Chelsea Kane, Jean-Luc Bilodeau	Hài Hước	http://116.118.112.25:8080/khophimhd/upload/2014/02/27/film/bo-tre.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/bo-tre.jpg		7	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/BO TRE -2012 - xong du bo/tap 7.mp4		HD	233
2	Bố Trẻ	Baby Daddy - Season 1 (2012)	Daniel Berendsen	Melissa Peterman, Derek Theler, Chelsea Kane, Jean-Luc Bilodeau	Hài Hước	http://116.118.112.25:8080/khophimhd/upload/2014/02/27/film/bo-tre.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/bo-tre.jpg		8	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/BO TRE -2012 - xong du bo/tap 8.mp4		HD	233
2	Bố Trẻ	Baby Daddy - Season 1 (2012)	Daniel Berendsen	Melissa Peterman, Derek Theler, Chelsea Kane, Jean-Luc Bilodeau	Hài Hước	http://116.118.112.25:8080/khophimhd/upload/2014/02/27/film/bo-tre.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/bo-tre.jpg		9	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/BO TRE -2012 - xong du bo/tap 9.mp4		HD	233
2	Bố Trẻ	Baby Daddy - Season 1 (2012)	Daniel Berendsen	Melissa Peterman, Derek Theler, Chelsea Kane, Jean-Luc Bilodeau	Hài Hước	http://116.118.112.25:8080/khophimhd/upload/2014/02/27/film/bo-tre.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/bo-tre.jpg		10end	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/BO TRE -2012 - xong du bo/tap 10.mp4		HD	233
2	Đội Đặc Nhiệm Tuổi Teen	After School Bokbulbok (2013)		Kim So Eun, 5urprise, HELLOVENUS	Tình Cảm,Tâm Lý,Hài Hước	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-dac-nhiem-tuoi-teen.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-dac-nhiem-tuoi-teen.jpg		1	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI DAC NHIEM TUOI TEEN 2013 - xong du bo/tap 1.mp4		HD	271
2	Đội Đặc Nhiệm Tuổi Teen	After School Bokbulbok (2013)		Kim So Eun, 5urprise, HELLOVENUS	Tình Cảm,Tâm Lý,Hài Hước	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-dac-nhiem-tuoi-teen.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-dac-nhiem-tuoi-teen.jpg		2	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI DAC NHIEM TUOI TEEN 2013 - xong du bo/tap 2.mp4		HD	271
2	Đội Đặc Nhiệm Tuổi Teen	After School Bokbulbok (2013)		Kim So Eun, 5urprise, HELLOVENUS	Tình Cảm,Tâm Lý,Hài Hước	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-dac-nhiem-tuoi-teen.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-dac-nhiem-tuoi-teen.jpg		3	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI DAC NHIEM TUOI TEEN 2013 - xong du bo/tap 3.mp4		HD	271
2	Đội Đặc Nhiệm Tuổi Teen	After School Bokbulbok (2013)		Kim So Eun, 5urprise, HELLOVENUS	Tình Cảm,Tâm Lý,Hài Hước	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-dac-nhiem-tuoi-teen.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-dac-nhiem-tuoi-teen.jpg		4	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI DAC NHIEM TUOI TEEN 2013 - xong du bo/tap 4.mp4		HD	271
2	Đội Đặc Nhiệm Tuổi Teen	After School Bokbulbok (2013)		Kim So Eun, 5urprise, HELLOVENUS	Tình Cảm,Tâm Lý,Hài Hước	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-dac-nhiem-tuoi-teen.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-dac-nhiem-tuoi-teen.jpg		5	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI DAC NHIEM TUOI TEEN 2013 - xong du bo/tap 5.mp4		HD	271
2	Đội Đặc Nhiệm Tuổi Teen	After School Bokbulbok (2013)		Kim So Eun, 5urprise, HELLOVENUS	Tình Cảm,Tâm Lý,Hài Hước	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-dac-nhiem-tuoi-teen.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-dac-nhiem-tuoi-teen.jpg		6	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI DAC NHIEM TUOI TEEN 2013 - xong du bo/tap 6.mp4		HD	271
2	Đội Đặc Nhiệm Tuổi Teen	After School Bokbulbok (2013)		Kim So Eun, 5urprise, HELLOVENUS	Tình Cảm,Tâm Lý,Hài Hước	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-dac-nhiem-tuoi-teen.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-dac-nhiem-tuoi-teen.jpg		7	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI DAC NHIEM TUOI TEEN 2013 - xong du bo/tap 7.mp4		HD	271
2	Đội Đặc Nhiệm Tuổi Teen	After School Bokbulbok (2013)		Kim So Eun, 5urprise, HELLOVENUS	Tình Cảm,Tâm Lý,Hài Hước	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-dac-nhiem-tuoi-teen.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-dac-nhiem-tuoi-teen.jpg		8	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI DAC NHIEM TUOI TEEN 2013 - xong du bo/tap 8.mp4		HD	271
2	Đội Đặc Nhiệm Tuổi Teen	After School Bokbulbok (2013)		Kim So Eun, 5urprise, HELLOVENUS	Tình Cảm,Tâm Lý,Hài Hước	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-dac-nhiem-tuoi-teen.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-dac-nhiem-tuoi-teen.jpg		9	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI DAC NHIEM TUOI TEEN 2013 - xong du bo/tap 9.mp4		HD	271
2	Đội Đặc Nhiệm Tuổi Teen	After School Bokbulbok (2013)		Kim So Eun, 5urprise, HELLOVENUS	Tình Cảm,Tâm Lý,Hài Hước	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-dac-nhiem-tuoi-teen.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-dac-nhiem-tuoi-teen.jpg		10	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI DAC NHIEM TUOI TEEN 2013 - xong du bo/tap 10.mp4		HD	271
2	Đội Đặc Nhiệm Tuổi Teen	After School Bokbulbok (2013)		Kim So Eun, 5urprise, HELLOVENUS	Tình Cảm,Tâm Lý,Hài Hước	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-dac-nhiem-tuoi-teen.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-dac-nhiem-tuoi-teen.jpg		11	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI DAC NHIEM TUOI TEEN 2013 - xong du bo/tap 11.mp4		HD	271
2	Đội Đặc Nhiệm Tuổi Teen	After School Bokbulbok (2013)		Kim So Eun, 5urprise, HELLOVENUS	Tình Cảm,Tâm Lý,Hài Hước	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-dac-nhiem-tuoi-teen.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-dac-nhiem-tuoi-teen.jpg		12end	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI DAC NHIEM TUOI TEEN 2013 - xong du bo/tap 12.mp4		HD	271
1	Elysium	Elysium (2013)	Neill Blomkamp	Matt Damon, Jodie Foster, Sharlto Copley	Hành Động,Viễn Tưởng	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/elysium.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/elysium.jpg	http://www.youtube.com/watch?v=wf1EB9T6LRI	FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/118ad11297ffefa6e04a1664767496fa/Elysium/Elysium.2013.mp4	Elysium.2013_VN.srt	HD	24
1	Lão Già Siêu Quậy	Jackass Presents: Bad Grandpa (2013)	Jeff Tremaine	Johnny Knoxville, Jackson Nicoll, Greg Harris		http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/lao-gia-sieu-quay.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/lao-gia-sieu-quay.png	http://www.youtube.com/watch?v=tctgUr147zA	FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/118ad11297ffefa6e04a1664767496fa/Jackass.Presents.Bad.Grandpa.2013/Jackass.Presents.Bad.Grandpa.2013.mp4	Jackass.Presents.Bad.Grandpa.2013_VN.srt	HD	20
1	Một Tuần Với Kiều Nữ	My Week with Marilyn	Simon Curtis	Michelle Williams, Eddie Redmayne and Kenneth Branagh	Tình Cảm,Tâm Lý	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/mot-tuan-voi-kieu-nu.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/mot-tuan-voi-kieu-nu.jpg		FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/118ad11297ffefa6e04a1664767496fa/My Week with Marilyn 2011/My Week with Marilyn 2011.mp4	My Week with Marilyn 2011_VN.srt	HD	24
2	Đội Quân Chống Buôn Lậu	Nothing to Declare (2013)		Vương Hỷ, Đàm Tiểu Hoàn, Âu Dương Chấn Hoa	Tâm Lý,Hành Động,Tình Cảm	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-quan-chong-buon-lau.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-quan-chong-buon-lau.jpg		1	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI QUAN CHONG BUON LAU 2013 - xong du bo/tap 1.mp4		HD	473
2	Đội Quân Chống Buôn Lậu	Nothing to Declare (2013)		Vương Hỷ, Đàm Tiểu Hoàn, Âu Dương Chấn Hoa	Tâm Lý,Hành Động,Tình Cảm	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-quan-chong-buon-lau.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-quan-chong-buon-lau.jpg		2	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI QUAN CHONG BUON LAU 2013 - xong du bo/tap 2.mp4		HD	473
2	Đội Quân Chống Buôn Lậu	Nothing to Declare (2013)		Vương Hỷ, Đàm Tiểu Hoàn, Âu Dương Chấn Hoa	Tâm Lý,Hành Động,Tình Cảm	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-quan-chong-buon-lau.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-quan-chong-buon-lau.jpg		3	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI QUAN CHONG BUON LAU 2013 - xong du bo/tap 3.mp4		HD	473
2	Đội Quân Chống Buôn Lậu	Nothing to Declare (2013)		Vương Hỷ, Đàm Tiểu Hoàn, Âu Dương Chấn Hoa	Tâm Lý,Hành Động,Tình Cảm	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-quan-chong-buon-lau.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-quan-chong-buon-lau.jpg		4	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI QUAN CHONG BUON LAU 2013 - xong du bo/tap 4.mp4		HD	473
2	Đội Quân Chống Buôn Lậu	Nothing to Declare (2013)		Vương Hỷ, Đàm Tiểu Hoàn, Âu Dương Chấn Hoa	Tâm Lý,Hành Động,Tình Cảm	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-quan-chong-buon-lau.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-quan-chong-buon-lau.jpg		5	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI QUAN CHONG BUON LAU 2013 - xong du bo/tap 5.mp4		HD	473
2	Đội Quân Chống Buôn Lậu	Nothing to Declare (2013)		Vương Hỷ, Đàm Tiểu Hoàn, Âu Dương Chấn Hoa	Tâm Lý,Hành Động,Tình Cảm	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-quan-chong-buon-lau.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-quan-chong-buon-lau.jpg		6	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI QUAN CHONG BUON LAU 2013 - xong du bo/tap 6.mp4		HD	473
2	Đội Quân Chống Buôn Lậu	Nothing to Declare (2013)		Vương Hỷ, Đàm Tiểu Hoàn, Âu Dương Chấn Hoa	Tâm Lý,Hành Động,Tình Cảm	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-quan-chong-buon-lau.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-quan-chong-buon-lau.jpg		7	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI QUAN CHONG BUON LAU 2013 - xong du bo/tap 7.mp4		HD	473
2	Đội Quân Chống Buôn Lậu	Nothing to Declare (2013)		Vương Hỷ, Đàm Tiểu Hoàn, Âu Dương Chấn Hoa	Tâm Lý,Hành Động,Tình Cảm	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-quan-chong-buon-lau.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-quan-chong-buon-lau.jpg		8	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI QUAN CHONG BUON LAU 2013 - xong du bo/tap 8.mp4		HD	473
2	Đội Quân Chống Buôn Lậu	Nothing to Declare (2013)		Vương Hỷ, Đàm Tiểu Hoàn, Âu Dương Chấn Hoa	Tâm Lý,Hành Động,Tình Cảm	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-quan-chong-buon-lau.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-quan-chong-buon-lau.jpg		9	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI QUAN CHONG BUON LAU 2013 - xong du bo/tap 9.mp4		HD	473
2	Đội Quân Chống Buôn Lậu	Nothing to Declare (2013)		Vương Hỷ, Đàm Tiểu Hoàn, Âu Dương Chấn Hoa	Tâm Lý,Hành Động,Tình Cảm	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-quan-chong-buon-lau.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-quan-chong-buon-lau.jpg		10	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI QUAN CHONG BUON LAU 2013 - xong du bo/tap 10.mp4		HD	473
2	Đội Quân Chống Buôn Lậu	Nothing to Declare (2013)		Vương Hỷ, Đàm Tiểu Hoàn, Âu Dương Chấn Hoa	Tâm Lý,Hành Động,Tình Cảm	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-quan-chong-buon-lau.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-quan-chong-buon-lau.jpg		11	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI QUAN CHONG BUON LAU 2013 - xong du bo/tap 11.mp4		HD	473
2	Đội Quân Chống Buôn Lậu	Nothing to Declare (2013)		Vương Hỷ, Đàm Tiểu Hoàn, Âu Dương Chấn Hoa	Tâm Lý,Hành Động,Tình Cảm	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-quan-chong-buon-lau.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-quan-chong-buon-lau.jpg		12	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI QUAN CHONG BUON LAU 2013 - xong du bo/tap 12.mp4		HD	473
2	Đội Quân Chống Buôn Lậu	Nothing to Declare (2013)		Vương Hỷ, Đàm Tiểu Hoàn, Âu Dương Chấn Hoa	Tâm Lý,Hành Động,Tình Cảm	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-quan-chong-buon-lau.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-quan-chong-buon-lau.jpg		13	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI QUAN CHONG BUON LAU 2013 - xong du bo/tap 13.mp4		HD	473
2	Đội Quân Chống Buôn Lậu	Nothing to Declare (2013)		Vương Hỷ, Đàm Tiểu Hoàn, Âu Dương Chấn Hoa	Tâm Lý,Hành Động,Tình Cảm	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-quan-chong-buon-lau.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-quan-chong-buon-lau.jpg		14	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI QUAN CHONG BUON LAU 2013 - xong du bo/tap 14.mp4		HD	473
2	Đội Quân Chống Buôn Lậu	Nothing to Declare (2013)		Vương Hỷ, Đàm Tiểu Hoàn, Âu Dương Chấn Hoa	Tâm Lý,Hành Động,Tình Cảm	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-quan-chong-buon-lau.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-quan-chong-buon-lau.jpg		15	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI QUAN CHONG BUON LAU 2013 - xong du bo/tap 15.mp4		HD	473
2	Đội Quân Chống Buôn Lậu	Nothing to Declare (2013)		Vương Hỷ, Đàm Tiểu Hoàn, Âu Dương Chấn Hoa	Tâm Lý,Hành Động,Tình Cảm	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-quan-chong-buon-lau.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-quan-chong-buon-lau.jpg		16	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI QUAN CHONG BUON LAU 2013 - xong du bo/tap 16.mp4		HD	473
2	Đội Quân Chống Buôn Lậu	Nothing to Declare (2013)		Vương Hỷ, Đàm Tiểu Hoàn, Âu Dương Chấn Hoa	Tâm Lý,Hành Động,Tình Cảm	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-quan-chong-buon-lau.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-quan-chong-buon-lau.jpg		17	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI QUAN CHONG BUON LAU 2013 - xong du bo/tap 17.mp4		HD	473
2	Đội Quân Chống Buôn Lậu	Nothing to Declare (2013)		Vương Hỷ, Đàm Tiểu Hoàn, Âu Dương Chấn Hoa	Tâm Lý,Hành Động,Tình Cảm	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-quan-chong-buon-lau.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-quan-chong-buon-lau.jpg		18	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI QUAN CHONG BUON LAU 2013 - xong du bo/tap 18.mp4		HD	473
2	Đội Quân Chống Buôn Lậu	Nothing to Declare (2013)		Vương Hỷ, Đàm Tiểu Hoàn, Âu Dương Chấn Hoa	Tâm Lý,Hành Động,Tình Cảm	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-quan-chong-buon-lau.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-quan-chong-buon-lau.jpg		19	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI QUAN CHONG BUON LAU 2013 - xong du bo/tap 19.mp4		HD	473
2	Đội Quân Chống Buôn Lậu	Nothing to Declare (2013)		Vương Hỷ, Đàm Tiểu Hoàn, Âu Dương Chấn Hoa	Tâm Lý,Hành Động,Tình Cảm	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-quan-chong-buon-lau.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-quan-chong-buon-lau.jpg		20end	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI QUAN CHONG BUON LAU 2013 - xong du bo/tap 20.mp4		HD	473
2	Đội Ngũ Y Khoa Hàng Đầu	Medical Top Team (2013)	Kim Do Hoon, Oh Hyun Jong	Kwon Sang Woo, Jung Ryeo Won, Joo Ji Hoon, Oh Yeon Seo, Choi Min Ho	Hài Hước,Tình Cảm,Tâm Lý	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-ngu-y-khoa-hang-dau.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-ngu-y-khoa-hang-dau.jpg		1	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI NGU Y KHOA HANG DAU 2013 - xong du bo/tap 1.mp4		HD	494
2	Đội Ngũ Y Khoa Hàng Đầu	Medical Top Team (2013)	Kim Do Hoon, Oh Hyun Jong	Kwon Sang Woo, Jung Ryeo Won, Joo Ji Hoon, Oh Yeon Seo, Choi Min Ho	Hài Hước,Tình Cảm,Tâm Lý	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-ngu-y-khoa-hang-dau.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-ngu-y-khoa-hang-dau.jpg		2	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI NGU Y KHOA HANG DAU 2013 - xong du bo/tap 2.mp4		HD	494
2	Đội Ngũ Y Khoa Hàng Đầu	Medical Top Team (2013)	Kim Do Hoon, Oh Hyun Jong	Kwon Sang Woo, Jung Ryeo Won, Joo Ji Hoon, Oh Yeon Seo, Choi Min Ho	Hài Hước,Tình Cảm,Tâm Lý	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-ngu-y-khoa-hang-dau.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-ngu-y-khoa-hang-dau.jpg		3	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI NGU Y KHOA HANG DAU 2013 - xong du bo/tap 3.mp4		HD	494
2	Đội Ngũ Y Khoa Hàng Đầu	Medical Top Team (2013)	Kim Do Hoon, Oh Hyun Jong	Kwon Sang Woo, Jung Ryeo Won, Joo Ji Hoon, Oh Yeon Seo, Choi Min Ho	Hài Hước,Tình Cảm,Tâm Lý	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-ngu-y-khoa-hang-dau.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-ngu-y-khoa-hang-dau.jpg		4	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI NGU Y KHOA HANG DAU 2013 - xong du bo/tap 4.mp4		HD	494
2	Đội Ngũ Y Khoa Hàng Đầu	Medical Top Team (2013)	Kim Do Hoon, Oh Hyun Jong	Kwon Sang Woo, Jung Ryeo Won, Joo Ji Hoon, Oh Yeon Seo, Choi Min Ho	Hài Hước,Tình Cảm,Tâm Lý	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/film/doi-ngu-y-khoa-hang-dau.jpg	http://116.118.112.25:8080/khophimhd/upload/2014/02/28/baner/doi-ngu-y-khoa-hang-dau.jpg		5	http://116.118.112.25/PhimBo/5cf2efac5b5f79f6dd0fde68f29755d5/6e9a5165faa93d37307cc7204257b7d7/DOI NGU Y KHOA HANG DAU 2013 - xong du bo/tap 5.mp4		HD	494
